product_name,store_name,rating,comment_count,price,sold,link,price_scaled,sold_scaled
SSD M2 Sata 128GB chuẩn 2280 tháo máy bộ Mỹ nhiều hãng Samsung/SK Hynix/WD/PNY/Sandisk - Hàng nguyên zin đẹp tháo máy,laptopductri,4.6,32.0,189000.0,85.0,https://www.lazada.vn/products/ssd-m2-sata-128gb-chuan-2280-thao-may-bo-my-nhieu-hang-samsungsk-hynixwdpnysandisk-hang-nguyen-zin-dep-thao-may-i2340316659.html,-0.2185103465493352,-0.3434825773937973
"Loa Mini Bluetooth Led Nháy Theo Nhạc âm thanh to Kellytek A9 / M3 / S70U Loa mini Bluetooth, Loa di động có đèn led, Loa mini di động âm thanh hay mẫu mới 2023 ( hàng loại tốt)",shopnew365 store,Không có đánh giá,1598.0,35000.0,8200.0,https://www.lazada.vn/products/loa-mini-bluetooth-led-nhay-theo-nhac-am-thanh-to-kellytek-a9-m3u-loa-mini-bluetooth-loa-di-dong-co-den-led-loa-mini-di-dong-am-thanh-hay-mau-moi-2023-hang-loai-tot-i267134332.html,-0.33086523485827257,1.0532025069473039
"( TẶNG KÈM 2 MIC HÁT ) Loa Bluetooth K12 Kèm 2 Micro Không Dây Hát Karaoke Tại Nhà, Âm Thanh Hay Bass Cực Chuẩn , Hỗ trợ điều chính Giọng hát cực hay",NOVA TECH,Không có đánh giá,6.0,69225.0,44.0,https://www.lazada.vn/products/tang-kem-2-mic-hat-loa-bluetooth-k12-kem-2-micro-khong-day-hat-karaoke-tai-nha-am-thanh-hay-bass-cuc-chuan-ho-tro-dieu-chinh-giong-hat-cuc-hay-i2561071220.html,-0.30589545529740647,-0.350539150216716
Loa Phóng Thanh Có Cổng Usb,Vietstore24h,4.8,404.0,156200.0,2600.0,https://www.lazada.vn/products/loa-phong-thanh-co-cong-usb-i869402208.html,-0.24244047860474527,0.08937792625597094
"Loa vi tính 2.0 để bàn Leerfei E-350T Công Suất Lớn Dùng Cho Máy Vi Tính PC, Laptop, Tivi",Vietstore24h,4.9,896.0,79626.0,3600.0,https://www.lazada.vn/products/loa-vi-tinh-20-de-ban-leerfei-e-350t-cong-suat-lon-dung-cho-may-vi-tinh-pc-laptop-tivi-i2033707754.html,-0.29830712287337235,0.2614894585222804
( BẢN QUỐC TẾ) Loa Bluetooth M8 Phiên Bản 2024 Pin Trâu Âm Thanh Chất Lượng Chống Nước - Bảo hành 3 tháng Lỗi 1 đổi 1,Minh Khai Store,4.9,45.0,121000.0,147.0,https://www.lazada.vn/products/ban-quoc-te-loa-bluetooth-m8-phien-ban-2024-pin-trau-am-thanh-chat-luong-chong-nuoc-bao-hanh-3-thang-loi-1-doi-1-i2422762352.html,-0.26812159593250234,-0.33281166239328613
"( SALE MẠNH ) Loa Bluetooth Karaoke Mini K12 Tặng kèm 2 Mic Hát , Thiết Kế Nhỏ Gọn , Âm Thanh Hay Bass Chuẩn , Có Đèn Led Nhiều Màu , BH Lỗi 1 đổi 1",NOVA TECH,4.7,308.0,73608.0,1200.0,https://www.lazada.vn/products/sale-manh-loa-bluetooth-karaoke-mini-k12-tang-kem-2-mic-hat-thiet-ke-nho-gon-am-thanh-hay-bass-chuan-co-den-led-nhieu-mau-bh-loi-1-doi-1-i2484730063.html,-0.3026977184437826,-0.1515782189168623
Loa bluetooth không dây mini A005 đèn led theo nhạc âm bass mạnh hỗ trợ lắp thẻ nhớ hàng cao cấp,Shop Đồng Hồ Phụ Kiện Chính Hãng1991,4.6,37.0,20000.0,163.0,https://www.lazada.vn/products/loa-bluetooth-khong-day-mini-a005-den-led-theo-nhac-am-bass-manh-ho-tro-lap-the-nho-hang-cao-cap-i2609431291.html,-0.3418088928104418,-0.3300578778770252
"Loa nghe nhạc không dây mini , loa nghe nhạc hay , kèm đài fm , loa bluetooth sc211 tốt",GWIN TECHNOLOGY,4.5,186.0,68000.0,674.0,https://www.lazada.vn/products/loa-nghe-nhac-khong-day-mini-loa-nghe-nhac-hay-kem-dai-fm-loa-bluetooth-sc211-tot-i326440314.html,-0.3067891873635003,-0.24210888488894106
LOA RAO BÁN HÀNG 09L. LOA DI ĐỘNG,LINH KIỆN LEDNĐ,4.9,35.0,153000.0,113.0,https://www.lazada.vn/products/loa-rao-ban-hang-09l-loa-di-dong-i2434079500.html,-0.24477512563454135,-0.33866345449034063
S50 Loa Bluetooth di động Đài FM kỹ thuật số Đồng hồ báo thức Đa chức năng Chế độ báo thức kép Đồng hồ để bàn LED điện tử Máy nghe nhạc Bluetooth không dây Loa siêu trầm 3D Loa Bluetooth thông minh,USA TOP Picks,4.9,845.0,105900.0,1900.0,https://www.lazada.vn/products/s50-loa-bluetooth-di-dong-dai-fm-ky-thuat-so-dong-ho-bao-thuc-da-chuc-nang-che-do-bao-thuc-kep-dong-ho-de-ban-led-dien-tu-may-nghe-nhac-bluetooth-khong-day-loa-sieu-tram-3d-loa-bluetooth-thong-minh-i2490754185.html,-0.2791382116043527,-0.031100146330445673
"Đôi Loa Treble Rời, Loa Siêu Tép T20 200W Chính Hãng (2 Chiếc), Tiếng Treble Sáng, Nghe Hay,H2Pro Hàn Sẵn Tụ-H2Pro Audio",Thiết bị âm thanh H2Pro,4.9,634.0,124000.0,2100.0,https://www.lazada.vn/products/doi-loa-treble-roi-loa-sieu-tep-t20-200w-chinh-hang-2-chiec-tieng-treble-sang-nghe-hayh2pro-han-san-tu-h2pro-audio-i793866530.html,-0.26593286434206853,0.003322160122816214
"Loa vi tính mini 2.0 LeerFei YST-1046 HT330 LED bass siêu trầm, led nhiều màu tuyệt đỉnh cho laptop. máy tính, điện thoại",3H COMPUTER,4.9,575.0,70095.0,2200.0,https://www.lazada.vn/products/loa-vi-tinh-mini-20-leerfei-yst-1046-ht330-led-bass-sieu-tram-led-nhieu-mau-tuyet-dinh-cho-laptop-may-tinh-dien-thoai-i1253885137.html,-0.30526072313618063,0.020533313349447156
Loa Bluetooth Mini SPEAKER WS-887 Loa Không Dây Nhiều Màu Sắc Hỗ Trợ Thẻ Nhớ Cùng âm Thanh Haynhỏ Gọn Tiện Di Chuyển,LZB Spotted Deer,4.3,16.0,50000.0,49.0,https://www.lazada.vn/products/loa-bluetooth-mini-speaker-ws-887-loa-khong-day-nhieu-mau-sac-ho-tro-the-nho-cung-am-thanh-haynho-gon-tien-di-chuyen-i2766853813.html,-0.31992157690610334,-0.34967859255538447
"[mẫu mới về]Robot Loa bluetooth Mini công suất 5W, chống nước, đèn Led RGB, hỗ trợ kết nối thẻ nhớ RB120",ROBOT Flagship Store,5.0,152.0,149000.0,350.0,https://www.lazada.vn/products/mau-moi-verobot-loa-bluetooth-mini-cong-suat-5w-chong-nuoc-den-led-rgb-ho-tro-ket-noi-the-nho-rb120-i2597335992.html,-0.24769343442178648,-0.2978730213432253
"( TẶNG KÈM MIC HÁT ) Loa Bluetooth Không Dây , Loa Hát Karaoke Mini K12 , Âm Thanh Hay Bass Chuẩn Tặng Kèm Mic Hát, Có Thể Thay Đổi Giọng, Dễ Sử Dụng Bảo Hành 1 Đổi 1",NOVA TECH,4.7,40.0,73608.0,149.0,https://www.lazada.vn/products/tang-kem-mic-hat-loa-bluetooth-khong-day-loa-hat-karaoke-mini-k12-am-thanh-hay-bass-chuan-tang-kem-mic-hat-co-the-thay-doi-giong-de-su-dung-bao-hanh-1-doi-1-i2561010115.html,-0.3026977184437826,-0.3324674393287535
"SPEAKER BLUETOOTH KARAOKE XTM 5009 FREE MIC SUER BASS SPEAKER MP3,USB,RADIO FM",ENFON,4.9,1131.0,84000.0,3200.0,https://www.lazada.vn/products/speaker-bluetooth-karaoke-xtm-5009-free-mic-suer-bass-speaker-mp3usbradio-fm-i2535072175.html,-0.2951159522145198,0.1926448456157566
Loa bluetooth không dây mini A005 đèn led theo nhạc âm bass mạnh hỗ trợ lắp thẻ nhớ hàng cao cấp,Hometek,4.9,764.0,36000.0,2500.0,https://www.lazada.vn/products/loa-bluetooth-khong-day-mini-a005-den-led-theo-nhac-am-bass-manh-ho-tro-lap-the-nho-hang-cao-cap-i2363855757.html,-0.3301356576614613,0.07216677302933999
Loa Bluetooth Hát Karaoke Tặng Kèm Mic Nghe Nhạc Cực Đã Âm Bass Cực Mạnh Loa Bluetooth Mini Hát Hay,Shop Đồng Hồ Phụ Kiện Cao Cấp,4.8,106.0,60000.0,347.0,https://www.lazada.vn/products/loa-bluetooth-hat-karaoke-tang-kem-mic-nghe-nhac-cuc-da-am-bass-cuc-manh-loa-bluetooth-mini-hat-hay-i1988848865.html,-0.3126258049379905,-0.29838935594002425
"MKEPS Loa Có DâY âM Thanh TrầM Trong Và Trong SáNg, Phù HợP Cho MáY TíNh XáCh Tay Và MáY TíNh để BàN",MKEPS-SHOPE,4.9,101.0,99000.0,207.0,https://www.lazada.vn/products/mkeps-loa-co-day-am-thanh-tram-trong-va-trong-sang-phu-hop-cho-may-tinh-xach-tay-va-may-tinh-de-ban-i2672800466.html,-0.2841722942623506,-0.32248497045730756
Có dây USB Loa Surround Stero Âm Thanh âm trầm mạnh Máy Tính Để Bàn Cho Máy Tính Xách Tay máy tính bảng máy tính Máy Nghe Nhạc Loa nhạc Máy Nghe Nhạc Cpd,Nhà điện tử VN,4.0,2.0,25479.0,24.0,https://www.lazada.vn/products/co-day-usb-loa-surround-stero-am-thanh-am-tram-manh-may-tinh-de-ban-cho-may-tinh-xach-tay-may-tinh-bang-may-tinh-may-nghe-nhac-loa-nhac-may-nghe-nhac-cpd-i2690551489.html,-0.3378115393491128,-0.35398138086204217
"Combo Mạch loa bluetooth 5.0 + 2 Loa + Pin. Đủ đồ nghề cho ae chế loa Bluetooth, chất âm nghe hay Siêu đỉnh luôn - Điện tử hồng uyên",ĐIỆN TỬ HỒNG UYÊN,4.8,90.0,54200.0,288.0,https://www.lazada.vn/products/combo-mach-loa-bluetooth-50-2-loa-pin-du-do-nghe-cho-ae-che-loa-bluetooth-chat-am-nghe-hay-sieu-dinh-luon-dien-tu-hong-uyen-i2498763098.html,-0.316857352679496,-0.3085439363437365
Loa Bluetooth Mini A9 Cracks Có LED Nhấp Nháy Theo Nhạc,Máy Tính Gia Thanh,4.8,40.0,30000.0,179.0,https://www.lazada.vn/products/loa-bluetooth-mini-a9-cracks-co-led-nhap-nhay-theo-nhac-i2408011579.html,-0.334513120842329,-0.3273040933607642
"Loa di động không dây mới, Loa bluetooth Loa siêu trầm thẻ di động nhỏ Hàng Chính Hãng PKCB",PKCB,5.0,55.0,82009.0,139.0,https://www.lazada.vn/products/loa-di-dong-khong-day-moi-loa-bluetooth-loa-sieu-tram-the-di-dong-nho-hang-chinh-hang-pkcb-i1367112437.html,-0.29656854041337105,-0.3341885546514166
"Tivi 32 inch Giá Rẻ SMART TV HD Coocaa 32 inch 32S3U+ HD - tivi giá rẻ - CC Cast, Dolby audio, Youtube, Hệ điều hành OS Coolita 3.0 - Tặng 1 Năm ClipTV, FPT 12 tháng gói family + 6 tháng VOD 4K",Coocaa Authorised Store,4.9,954.0,2890000.0,2200.0,https://www.lazada.vn/products/tivi-32-inch-gia-re-smart-tv-hd-coocaa-32-inch-32s3u-hd-tivi-gia-re-cc-cast-dolby-audio-youtube-he-dieu-hanh-os-coolita-30-tang-1-nam-cliptv-fpt-12-thang-goi-family-6-thang-vod-4k-i1523803422.html,1.7520776620379364,0.020533313349447156
"Tivi 43 inch Giá Rẻ SMART TV FHD Coocaa 43 inch 43S3U+ Full HD - tivi giá rẻ - CC Cast, Dolby audio, Youtube, Hệ điều hành OS Coolita - Tặng 1 Năm ClipTV, FPT 12 tháng gói family + 6 tháng VOD 4K",Coocaa Authorised Store,4.8,287.0,3890000.0,584.0,https://www.lazada.vn/products/tivi-43-inch-gia-re-smart-tv-fhd-coocaa-43-inch-43s3u-full-hd-tivi-gia-re-cc-cast-dolby-audio-youtube-he-dieu-hanh-os-coolita-tang-1-nam-cliptv-fpt-12-thang-goi-family-6-thang-vod-4k-i1523861044.html,2.4816548588492178,-0.2575989227929089
THANH LED TIVI SAMSUNG 43T6000 43T6500 43R6000 HÀNG MỚI 100% BỘ 4 THANH MỖI THANH 7 BÓNG 3V GỒM 4 THANH 4 BÓNG + 4 THANH 3 BÓNG,Chợ Điện Tử Trực Tuyến,5.0,43.0,230000.0,112.0,https://www.lazada.vn/products/thanh-led-tivi-samsung-43t6000-43t6500-43r6000-hang-moi-100-bo-4-thanh-moi-thanh-7-bong-3v-gom-4-thanh-4-bong-4-thanh-3-bong-i2222461262.html,-0.18859768148007267,-0.33883556602260695
2023 4k 8k Ăng-ten TV kỹ thuật số trong nhà HD Hdtv Dvb-t/t2 Dvbt2 Tivi cáp trên không Uhf Vhf Dtv 500 dặm Vùng phủ sóng,Global Merch Park,4.5,155.0,35840.0,3300.0,https://www.lazada.vn/products/2023-4k-8k-ang-ten-tv-ky-thuat-so-trong-nha-hd-hdtv-dvb-tt2-dvbt2-tivi-cap-tren-khong-uhf-vhf-dtv-500-dam-vung-phu-song-i2474087406.html,-0.3302523900129511,0.20985599884238754
Tivi Asanzo LED 25” model 25T2 - Tích hợp đầu thu kỷ thuật số DVB - T2 + bảo hành tai nha 2 năm,Thuận Linh Kiện Điện Tử,5.0,3.0,2000000.0,14.0,https://www.lazada.vn/products/tivi-asanzo-led-25-model-25t2-tich-hop-dau-thu-ky-thuat-so-dvb-t2-bao-hanh-tai-nha-2-nam-i2053642926.html,1.1027539568758957,-0.3557024961847053
Smart TIVI XIAOMI 55 inch EA55 PRO 2024,Kho Hàng Minh Truyền SG,4.9,18.0,7450000.0,40.0,https://www.lazada.vn/products/smart-tivi-xiaomi-55-inch-ea55-pro-2024-i2198020800.html,5.078949679497381,-0.3512275963457812
[DUY NHẤT 26-28.11] Smart Tivi Samsung 4K Crystal UHD DU8000 UA55DU8000KXXV(2024)- 55 inch- Hàng Chính Hãng - Phân Phối Bởi Lazada - MIỄN PHÍ VẬN CHUYỂN TOÀN QUỐC,Samsung TV Flagship Store,5.0,18.0,11190000.0,95.0,https://www.lazada.vn/products/duy-nhat-26-2811-smart-tivi-samsung-4k-crystal-uhd-du8000-ua55du8000kxxv2024-55-inch-hang-chinh-hang-phan-phoi-boi-lazada-mien-phi-van-chuyen-toan-quoc-i2730621029.html,7.807568395571574,-0.3417614620711342
[DUY NHẤT 26-28.11] Smart Tivi Samsung 4K Crystal UHD DU8000 UA50DU8000KXXV(2024)- 50 inch- Hàng Chính Hãng - Phân Phối Bởi Lazada - MIỄN PHÍ VẬN CHUYỂN TOÀN QUỐC,Samsung TV Flagship Store,5.0,24.0,9790000.0,93.0,https://www.lazada.vn/products/duy-nhat-26-2811-smart-tivi-samsung-4k-crystal-uhd-du8000-ua50du8000kxxv2024-50-inch-hang-chinh-hang-phan-phoi-boi-lazada-mien-phi-van-chuyen-toan-quoc-i2730500393.html,6.786160320035779,-0.3421056851356668
"32S3U -[MIỄN PHÍ GIAO HÀNG - LẮP ĐẶT] Smart Tivi HD 32inch COOCAA 32S3U - tivi giá rẻ Chân viền kim loại - CC Cast, Dolby audio, Youtube, Hệ điều hành OS Coolita 3.0 - Hàng Chính Hãng",Điện Máy Phú Sĩ,4.9,35.0,3324765.0,133.0,https://www.lazada.vn/products/32s3u-mien-phi-giao-hang-lap-dat-smart-tivi-hd-32inch-coocaa-32s3u-tivi-gia-re-chan-vien-kim-loai-cc-cast-dolby-audio-youtube-he-dieu-hanh-os-coolita-30-hang-chinh-hang-i1652164516.html,2.069272292009593,-0.33522122384501446
GIAO MIỄN PHÍ HN HCM - Android Tivi Casper 4K 55 inch 55UGA610 - GIÁ RẺ GIAO NGAY - BẢO HÀNH CHÍNH HÃNG 24 THÁNG,SIÊU THỊ ĐIỆN MÁY PICO STORE,5.0,15.0,6889000.0,45.0,https://www.lazada.vn/products/giao-mien-phi-hn-hcm-android-tivi-casper-4k-55-inch-55uga610-gia-re-giao-ngay-bao-hanh-chinh-hang-24-thang-i2614648125.html,4.669656872086251,-0.3503670386844497
At070tn92 at070tn94 7 inch Màn hình LCD,ragregr,5.0,6.0,341437.0,26.0,https://www.lazada.vn/products/at070tn92-at070tn94-7-inch-man-hinh-lcd-i2386601460.html,-0.1072957873990139,-0.35363715779750954
Màn Hình ĐT Táo IP 6 ( 6G ) / 6S Hàng Cao Cấp.,Phụ Kiện Rẻ 2nd,4.2,10.0,175298.0,29.0,https://www.lazada.vn/products/man-hinh-dt-tao-ip-6-6g-6s-hang-cao-cap-i2161481264.html,-0.2285070133000434,-0.35312082320071064
[ TOP 1 BÁN CHẠY ] Màn hình máy tính Gaming 27 inch 2K QHD | Tấm nền IPS | Tần số 75Hz | Hàng chính hãng. Bảo hành 24 tháng,MÁY TÍNH TDC VN,4.9,88.0,1450000.0,285.0,https://www.lazada.vn/products/top-1-ban-chay-man-hinh-may-tinh-gaming-27-inch-2k-qhd-tam-nen-ips-tan-so-75hz-hang-chinh-hang-bao-hanh-24-thang-i750952776.html,0.7014864986296909,-0.3090602709405354
"【Free Gift】Màn hình di động GOOJODOQ 15.6 14 Inch 1920*1080P FHD IPS USB-C HDMI Portable Monitor Cho Laptop máy tính, điện thoại, máy chơi game PS4",goojodoqstore.vn,4.9,145.0,1743000.0,406.0,https://www.lazada.vn/products/free-giftman-hinh-di-dong-goojodoq-156-14-inch-19201080p-fhd-ips-usb-c-hdmi-portable-monitor-cho-laptop-may-tinh-dien-thoai-may-choi-game-ps4-i2478628024.html,0.9152526172953964,-0.288234775536312
Màn hình Samsung 19 inch,linh kiện máy tính icom,4.8,174.0,637353.0,462.0,https://www.lazada.vn/products/man-hinh-samsung-19-inch-i1119982164.html,0.10859777837259331,-0.27859652972939863
Màn hình máy tính 19in hiệu samsung,linh kiện máy tính icom,4.9,18.0,389000.0,54.0,https://www.lazada.vn/products/man-hinh-may-tinh-19in-hieu-samsung-i2064106215.html,-0.07259490718707891,-0.3488180348940529
Màn hình 19 inch. 20 inch. 22 inch. 24inch sáng đẹp không lỗi,APGaming,4.1,18.0,691000.0,52.0,https://www.lazada.vn/products/man-hinh-19-inch-20-inch-22-inch-24inch-sang-dep-khong-loi-i2061716597.html,0.14773740624992812,-0.3491622579585855
"Camera YooSee 2 mắt - 8.0mpx siêu nét góc rộng, ban đêm xem có màu, đàm thoại 2 chiều, camera kép xem cùng lúc trên 1 điện thoại xoay 360 độ",Camera Yoosee Super Guard,Không có đánh giá,3744.0,333235.0,11500.0,https://www.lazada.vn/products/camera-yoosee-2-mat-80mpx-sieu-net-goc-rong-ban-dem-xem-co-mau-dam-thoai-2-chieu-camera-kep-xem-cung-luc-tren-1-dien-thoai-xoay-360-do-i2258505221.html,-0.11327977956726001,1.621170563426125
Camera 360 trong nhà an ninh wifi không dây ngoài trời 360 bóng đèn Full HD 1080P độ Giám Sát An Ninh,A_Hoco_Shop,4.2,5.0,124700.0,28.0,https://www.lazada.vn/products/camera-360-trong-nha-an-ninh-wifi-khong-day-ngoai-troi-360-bong-den-full-hd-1080p-do-giam-sat-an-ninh-i2735805134.html,-0.2654221603043006,-0.35329293473297696
"Camera WIFI YOOSEE Trong Nhà Thiết Kế Bóng Đèn/Chui Ổ Cắm, FULL HD , Xoay 360 Độ, Hỗ Trợ Hồng Ngoại, Ban Đêm Có Màu - Bảo Hành 12 Tháng",cammeradocquyen22,4.8,363.0,145000.0,1400.0,https://www.lazada.vn/products/camera-wifi-yoosee-trong-nha-thiet-ke-bong-denchui-o-cam-full-hd-xoay-360-do-ho-tro-hong-ngoai-ban-dem-co-mau-bao-hanh-12-thang-i478454274.html,-0.2506117432090316,-0.1171559124636004
"Camera Yoosee 3 râu 2.0 - Full HD 1080P, Xoay 360 Độ, Hỗ Trợ Đàm Thoại 2 Chiều, Bảo Hành 12 Tháng",SAI GON MEDIA PLUS,4.8,999.0,184961.0,4000.0,https://www.lazada.vn/products/camera-yoosee-3-rau-20-full-hd-1080p-xoay-360-do-ho-tro-dam-thoai-2-chieu-bao-hanh-12-thang-i763928882.html,-0.22145710884725597,0.33033407142880417
